date,setup_amount,return_rate,tab_type,collection_date,collection_time,collection_period,period_text
2025.08.19,85036.84679151,0.0,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.20,86149.99683272,-0.1001,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.21,86545.51172762,-0.2195,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.22,87164.95776845,-0.1834,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.25,87556.25598994,-0.0813,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.26,87771.82882493,0.2425,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.27,87999.43884214,0.1621,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.28,88194.21978354,0.2488,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.29,88890.69018827,0.2756,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.01,89217.36491804,0.2869,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.02,89313.93275607,0.0323,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.03,90271.25911641,0.1516,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.04,90625.57101757,0.1378,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.05,90409.62727339,0.2602,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.08,90547.98004623,0.3696,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.09,90702.81318894,0.5064,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.10,90971.54409669,0.7364,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.11,91252.14766207,1.0089,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.12,91871.49663702,1.23,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.15,91919.01504963,1.4847,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.16,91961.19964281,1.5373,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.17,92045.20011053,1.7736,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.18,92141.00663257,1.6186,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.19,92203.17609216,1.8514,SRI,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.19,11518.03463062,0.0,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.20,11517.85993255,-0.4323,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.21,11522.26163809,-1.1245,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.22,11524.52316277,-0.9922,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.25,11514.81095734,-0.408,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.26,11499.62071688,0.9359,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.27,11484.1768409,0.4337,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.28,11482.49220049,0.7154,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.29,11474.07534053,0.869,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.01,11459.02813379,0.8452,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.02,11447.56373479,-0.4062,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.03,11443.8346105,0.2896,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.04,11457.43770984,0.4287,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.05,11445.76114428,0.9057,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.08,11431.08240994,1.2353,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.09,11410.71798691,1.7518,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.10,11384.30605967,2.7258,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.11,11340.15111865,4.1948,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.12,11268.18810231,5.2126,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.15,11184.75884997,6.5001,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.16,11131.81295437,6.8595,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.17,11095.45948486,7.9203,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.18,11069.81862942,7.0031,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.19,11053.21179464,8.2086,ESG_주식,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.19,70339.34721384,0.0,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.20,71453.26169401,-0.0149,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.21,71838.05680584,0.0121,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.22,72455.87754181,0.0254,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.25,72857.0321949,0.0159,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.26,73080.45810308,0.0679,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.27,73323.12016483,0.0957,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.28,73518.21240795,0.1321,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.08.29,74223.0888856,0.1301,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.01,74566.47807359,0.145,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.02,74674.76886593,0.1399,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.03,75636.06172575,0.1215,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.04,75976.37316535,0.0848,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.05,75771.9907317,0.1197,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.08,75925.1721579,0.1677,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.09,76100.08762336,0.2104,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.10,76393.59160518,0.2607,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.11,76718.83043112,0.2589,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.12,77410.82415715,0.2904,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.15,77542.8958379,0.3022,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.16,77634.68194772,0.2891,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.17,77755.94382161,0.3448,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.18,77880.96436011,0.3579,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
2025.09.19,77963.96480285,0.3739,ESG_채권,2025-09-19,2025-09-19 01:09:35,01,1개월
