date,setup_amount,return_rate,tab_type,collection_date,collection_time,collection_period,period_text
2025.12.11,63906.2980955,-0.2826,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.12,63588.40683731,-0.2684,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.15,63112.25192113,-0.2074,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.16,62959.62414779,-0.0476,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.17,62425.48645273,-0.0427,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.18,61752.38923588,-0.0145,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.19,60757.55832538,0.0472,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.22,60379.92056779,0.0012,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.23,60083.21789732,0.0395,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.24,59798.78938103,0.0848,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
2025.12.26,59327.51499232,0.1141,ESG_채권,2025-12-26,2025-12-26 01:18:39,01,1개월
