date,setup_amount,return_rate,tab_type,method,collection_time
2025.07.22,76553.08581786,0.0,SRI,JavaScript,2025-08-22 01:12:31
2025.07.23,76708.56913376,-0.2111,SRI,JavaScript,2025-08-22 01:12:31
2025.07.24,76705.04267513,-0.1218,SRI,JavaScript,2025-08-22 01:12:31
2025.07.25,76698.56936106,-0.0719,SRI,JavaScript,2025-08-22 01:12:31
2025.07.28,76961.94478208,0.0024,SRI,JavaScript,2025-08-22 01:12:31
2025.07.29,76979.56755738,0.1122,SRI,JavaScript,2025-08-22 01:12:31
2025.07.30,77950.74080716,0.2653,SRI,JavaScript,2025-08-22 01:12:31
2025.07.31,78212.5274643,0.3408,SRI,JavaScript,2025-08-22 01:12:31
2025.08.01,78516.67111434,0.3089,SRI,JavaScript,2025-08-22 01:12:31
2025.08.04,78808.93872178,-0.3272,SRI,JavaScript,2025-08-22 01:12:31
2025.08.05,79558.24064368,-0.204,SRI,JavaScript,2025-08-22 01:12:31
2025.08.06,79766.10163896,0.1772,SRI,JavaScript,2025-08-22 01:12:31
2025.08.07,80408.11817184,0.2005,SRI,JavaScript,2025-08-22 01:12:31
2025.08.08,81725.28613843,0.3342,SRI,JavaScript,2025-08-22 01:12:31
2025.08.11,82069.16538628,0.3007,SRI,JavaScript,2025-08-22 01:12:31
2025.08.12,82352.34374371,0.2844,SRI,JavaScript,2025-08-22 01:12:31
2025.08.13,82866.04814762,0.1903,SRI,JavaScript,2025-08-22 01:12:31
2025.08.14,83243.1483367,0.4005,SRI,JavaScript,2025-08-22 01:12:31
2025.08.18,84234.50847555,0.4831,SRI,JavaScript,2025-08-22 01:12:31
2025.08.19,84777.20722978,0.1718,SRI,JavaScript,2025-08-22 01:12:31
2025.08.20,85890.34751816,0.0723,SRI,JavaScript,2025-08-22 01:12:31
2025.08.21,86278.48068696,-0.0468,SRI,JavaScript,2025-08-22 01:12:31
2025.08.22,86814.68653143,-0.0116,SRI,JavaScript,2025-08-22 01:12:31
2025.07.22,,,SRI,OCR,2025-08-22 01:12:31
2025.07.30,,,SRI,OCR,2025-08-22 01:12:31
2025.08.07,,,SRI,OCR,2025-08-22 01:12:31
2025.08.18,,,SRI,OCR,2025-08-22 01:12:31
2025.07.22,11507.96045456,0.0,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.23,11513.396199,-1.0293,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.24,11536.21029262,-0.6843,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.25,11530.35465315,-0.3927,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.28,11540.19527973,-0.1408,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.29,11538.65846496,0.1392,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.30,11554.5859761,0.7746,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.31,11547.27546432,1.0505,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.01,11525.93192232,0.9157,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.04,11512.192569,-1.9932,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.05,11516.91549515,-1.7304,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.06,11517.31264153,-0.1158,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.07,11540.38419998,-0.0074,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.08,11506.51313228,0.502,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.11,11507.8767822,0.2581,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.12,11512.42841897,0.217,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.13,11500.04989043,-0.1885,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.14,11492.3306669,0.6755,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.18,11486.1624494,0.7589,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.19,11518.03463062,-0.5179,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.20,11517.85993255,-0.948,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.21,11522.26163809,-1.6365,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.08.22,11441.33742731,-1.5076,ESG_주식,JavaScript,2025-08-22 01:12:31
2025.07.22,,,ESG_주식,OCR,2025-08-22 01:12:31
2025.07.30,,,ESG_주식,OCR,2025-08-22 01:12:31
2025.08.07,,,ESG_주식,OCR,2025-08-22 01:12:31
2025.08.18,,,ESG_주식,OCR,2025-08-22 01:12:31
2025.07.22,62142.0409047,0.0,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.23,62293.12988356,0.0202,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.24,62266.60760688,0.0388,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.25,62279.68721526,0.0132,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.28,62534.01341587,0.0311,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.29,62553.59889327,0.0884,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.30,63508.66908185,0.1073,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.31,63776.56484768,0.1273,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.01,64101.4943874,0.1275,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.04,64407.45782143,0.1241,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.05,65155.04887763,0.2356,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.06,65323.22872762,0.2558,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.07,65941.69932373,0.2568,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.08,67292.48768784,0.2888,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.11,67635.05597307,0.3015,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.12,67916.32039952,0.2882,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.13,68444.11055186,0.2789,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.14,68829.24242658,0.3082,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.18,69827.29854401,0.3803,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.19,70339.34721384,0.3244,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.20,71453.26169401,0.3095,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.21,71838.05680584,0.3365,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.08.22,72455.87754181,0.3499,ESG_채권,JavaScript,2025-08-22 01:12:31
2025.07.22,,,ESG_채권,OCR,2025-08-22 01:12:31
2025.07.30,,,ESG_채권,OCR,2025-08-22 01:12:31
2025.08.07,,,ESG_채권,OCR,2025-08-22 01:12:31
2025.08.18,,,ESG_채권,OCR,2025-08-22 01:12:31
