date,setup_amount,return_rate,tab_type,collection_time
2025.05.13,,,ESG_채권,2025-06-14 02:16:06
2025.05.21,,,ESG_채권,2025-06-14 02:16:06
2025.05.29,,,ESG_채권,2025-06-14 02:16:06
2025.06.10,,,ESG_채권,2025-06-14 02:16:06
