date,setup_amount,return_rate,tab_type,collection_date,collection_time,collection_period,period_text
2025.09.30,79088.86067328,0.0,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.01,78031.25869162,0.0001,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.02,77796.70314693,-0.0207,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.10,79810.65793435,0.09,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.13,79812.56935292,0.1189,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.14,79784.45947486,0.1996,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.15,79381.91584437,0.2502,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.16,78998.55053992,0.2816,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.17,78876.14611856,0.2161,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.20,78958.15921039,0.3193,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.21,79144.74672419,0.2631,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.22,79217.81783251,0.2462,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.23,79253.49016828,0.3233,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.24,79224.04102202,0.2625,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.27,79116.39482572,0.3017,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.28,79005.78898509,0.24,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.29,79305.55779471,0.2473,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.30,78890.94197855,0.1843,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
2025.10.31,78649.73478304,0.0527,ESG_채권,2025-10-31,2025-10-31 01:14:30,01,1개월
