date,setup_amount,return_rate,tab_type,collection_time
2025.05.15,,172.0,ESG_주식,2025-06-14 02:25:58
2025.05.16,,8.0,ESG_주식,2025-06-14 02:25:58
2025.05.29,,,ESG_주식,2025-06-14 02:25:58
2025.05.30,,4.88,ESG_주식,2025-06-14 02:25:58
2025.06.04,,3.83,ESG_주식,2025-06-14 02:25:58
2025.06.09,,7.89,ESG_주식,2025-06-14 02:25:58
2025.06.10,,9.0,ESG_주식,2025-06-14 02:25:58
2025.06.12,,10.92,ESG_주식,2025-06-14 02:25:58
