rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),K55301C21037,14.65%,수익률,SRI,2025-10-24,2025-10-24 01:08:21
2,KBRISEESG사회책임투자증권상장지수투자신탁(주식),K55223C37088,13.09%,수익률,SRI,2025-10-24,2025-10-24 01:08:21
3,삼성KODEX 200ESG증권상장지수투자신탁[주식],K55105CX1894,12.09%,수익률,SRI,2025-10-24,2025-10-24 01:08:21
4,카디안업종일등ESG증권자투자신탁[주식]클래스C-F,KR5229AU2411,11.77%,수익률,SRI,2025-10-24,2025-10-24 01:08:21
5,카디안업종일등ESG증권자투자신탁[주식]클래스A-E,KR5229AU2403,11.74%,수익률,SRI,2025-10-24,2025-10-24 01:08:21
1,삼성KODEXESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],K55105DR2899,768.00,설정액증가,SRI,2025-10-24,2025-10-24 01:08:21
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,503.53,설정액증가,SRI,2025-10-24,2025-10-24 01:08:21
3,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,373.00,설정액증가,SRI,2025-10-24,2025-10-24 01:08:21
4,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-W),K55101BV9589,199.97,설정액증가,SRI,2025-10-24,2025-10-24 01:08:21
5,KB스타ESG우량중단기채증권자투자신탁(채권)A-E,K55223DJ9677,149.90,설정액증가,SRI,2025-10-24,2025-10-24 01:08:21
1,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),K55301C21037,14.65%,수익률,ESG_주식,2025-10-24,2025-10-24 01:08:21
2,KBRISEESG사회책임투자증권상장지수투자신탁(주식),K55223C37088,13.09%,수익률,ESG_주식,2025-10-24,2025-10-24 01:08:21
3,삼성KODEX 200ESG증권상장지수투자신탁[주식],K55105CX1894,12.09%,수익률,ESG_주식,2025-10-24,2025-10-24 01:08:21
4,카디안업종일등ESG증권자투자신탁[주식]클래스C-F,KR5229AU2411,11.77%,수익률,ESG_주식,2025-10-24,2025-10-24 01:08:21
5,카디안업종일등ESG증권자투자신탁[주식]클래스A-E,KR5229AU2403,11.74%,수익률,ESG_주식,2025-10-24,2025-10-24 01:08:21
1,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A1),K55210DM2003,28.80,설정액증가,ESG_주식,2025-10-24,2025-10-24 01:08:21
2,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A-e),K55210DM2011,23.45,설정액증가,ESG_주식,2025-10-24,2025-10-24 01:08:21
3,KBESG성장리더스증권자투자신탁(주식)C,KR5223821814,17.62,설정액증가,ESG_주식,2025-10-24,2025-10-24 01:08:21
4,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,13.48,설정액증가,ESG_주식,2025-10-24,2025-10-24 01:08:21
5,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-e),K55210DM2045,12.37,설정액증가,ESG_주식,2025-10-24,2025-10-24 01:08:21
1,삼성KODEX아시아달러채권ESG플러스액티브증권상장지수투자신탁[채권],K55105DR4770,4.53%,수익률,ESG_채권,2025-10-24,2025-10-24 01:08:21
2,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P2(퇴직연금),K55232D97347,4.22%,수익률,ESG_채권,2025-10-24,2025-10-24 01:08:21
3,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS-P,K55232BJ3861,4.22%,수익률,ESG_채권,2025-10-24,2025-10-24 01:08:21
4,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassS,K55232BJ3853,4.21%,수익률,ESG_채권,2025-10-24,2025-10-24 01:08:21
5,NH-Amundi글로벌회사채증권자투자신탁(UH)[채권-재간접형]ClassC-P2e(퇴직연금),K55232BX7211,4.21%,수익률,ESG_채권,2025-10-24,2025-10-24 01:08:21
1,삼성KODEXESG종합채권(A-이상)액티브증권상장지수투자신탁[채권],K55105DR2899,768.00,설정액증가,ESG_채권,2025-10-24,2025-10-24 01:08:21
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,503.53,설정액증가,ESG_채권,2025-10-24,2025-10-24 01:08:21
3,삼성KODEX미국종합채권ESG액티브증권상장지수투자신탁[채권](H),K55105DR4788,373.00,설정액증가,ESG_채권,2025-10-24,2025-10-24 01:08:21
4,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-W),K55101BV9589,199.97,설정액증가,ESG_채권,2025-10-24,2025-10-24 01:08:21
5,KB스타ESG우량중단기채증권자투자신탁(채권)A-E,K55223DJ9677,149.90,설정액증가,ESG_채권,2025-10-24,2025-10-24 01:08:21
