date,setup_amount,return_rate,tab_type,method,collection_time
2025.06.25,76147.86962064,0.0,SRI,JavaScript,2025-07-25 01:20:40
2025.06.26,75431.73504162,0.1167,SRI,JavaScript,2025-07-25 01:20:40
2025.06.27,74814.94739577,-0.0047,SRI,JavaScript,2025-07-25 01:20:40
2025.06.30,74660.0826098,-0.0236,SRI,JavaScript,2025-07-25 01:20:40
2025.07.01,74000.19776076,0.1251,SRI,JavaScript,2025-07-25 01:20:40
2025.07.02,74027.25828344,0.253,SRI,JavaScript,2025-07-25 01:20:40
2025.07.03,74460.96626376,0.1041,SRI,JavaScript,2025-07-25 01:20:40
2025.07.04,74519.88212642,0.38,SRI,JavaScript,2025-07-25 01:20:40
2025.07.07,74605.85854372,0.0238,SRI,JavaScript,2025-07-25 01:20:40
2025.07.08,74547.93874193,0.0956,SRI,JavaScript,2025-07-25 01:20:40
2025.07.09,74524.35659093,0.4309,SRI,JavaScript,2025-07-25 01:20:40
2025.07.10,74616.18288088,0.5333,SRI,JavaScript,2025-07-25 01:20:40
2025.07.11,74827.69888321,0.9011,SRI,JavaScript,2025-07-25 01:20:40
2025.07.14,74819.85586799,0.8624,SRI,JavaScript,2025-07-25 01:20:40
2025.07.15,74722.47957638,0.9879,SRI,JavaScript,2025-07-25 01:20:40
2025.07.16,75197.93107012,1.1316,SRI,JavaScript,2025-07-25 01:20:40
2025.07.17,75862.1100535,1.0063,SRI,JavaScript,2025-07-25 01:20:40
2025.07.18,76108.43495539,1.0073,SRI,JavaScript,2025-07-25 01:20:40
2025.07.21,76324.35060702,1.0436,SRI,JavaScript,2025-07-25 01:20:40
2025.07.22,76553.08581786,1.2109,SRI,JavaScript,2025-07-25 01:20:40
2025.07.23,76708.56913376,0.9973,SRI,JavaScript,2025-07-25 01:20:40
2025.07.24,76705.04267513,1.0877,SRI,JavaScript,2025-07-25 01:20:40
2025.07.25,76698.56936106,1.1382,SRI,JavaScript,2025-07-25 01:20:40
2025.06.25,,,SRI,OCR,2025-07-25 01:20:40
2025.07.03,,,SRI,OCR,2025-07-25 01:20:40
2025.07.11,,,SRI,OCR,2025-07-25 01:20:40
2025.07.21,,,SRI,OCR,2025-07-25 01:20:40
2025.06.25,11683.93912449,0.0,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.06.26,11626.30306046,0.361,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.06.27,11554.66219367,-0.3089,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.06.30,11560.29221687,-0.5573,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.01,11586.35537086,0.0598,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.02,11601.9253172,0.3961,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.03,11603.66550845,-0.0857,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.04,11594.50641597,0.8805,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.07,11564.3714726,-0.6272,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.08,11581.02008887,-0.3577,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.09,11589.69506324,1.1503,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.10,11488.78467435,1.5158,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.11,11462.28562478,2.8445,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.14,11433.87952958,2.6187,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.15,11410.49325367,3.3774,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.16,11425.80146804,3.934,ESG_주식,JavaScript,2025-07-25 01:20:40
2025.07.17,11448.33075389,3.3531,ESG_주식,JavaScript,2025-07-25 01:20:40
