date,setup_amount,return_rate,tab_type,method,collection_time
2025.10.28,92715.68336269,0.0,SRI,JavaScript,2025-11-28 01:12:26
2025.10.29,92974.6830056,-0.0516,SRI,JavaScript,2025-11-28 01:12:26
2025.10.30,92578.5465299,0.2125,SRI,JavaScript,2025-11-28 01:12:26
2025.10.31,92324.90271924,0.2034,SRI,JavaScript,2025-11-28 01:12:26
2025.11.03,91496.46418714,0.2578,SRI,JavaScript,2025-11-28 01:12:26
2025.11.04,93782.32112591,0.77,SRI,JavaScript,2025-11-28 01:12:26
2025.11.05,93678.89738932,0.4123,SRI,JavaScript,2025-11-28 01:12:26
2025.11.06,92638.91617152,-0.219,SRI,JavaScript,2025-11-28 01:12:26
2025.11.07,91985.40839194,-0.1911,SRI,JavaScript,2025-11-28 01:12:26
2025.11.10,90527.91905665,-0.6092,SRI,JavaScript,2025-11-28 01:12:26
2025.11.11,89234.38298352,-0.1323,SRI,JavaScript,2025-11-28 01:12:26
2025.11.12,88586.56931122,0.1585,SRI,JavaScript,2025-11-28 01:12:26
2025.11.13,86987.77225424,0.2021,SRI,JavaScript,2025-11-28 01:12:26
2025.11.14,86125.52013984,0.2785,SRI,JavaScript,2025-11-28 01:12:26
2025.11.17,85492.68238877,-0.6237,SRI,JavaScript,2025-11-28 01:12:26
2025.11.18,84574.08913931,-0.2053,SRI,JavaScript,2025-11-28 01:12:26
2025.11.19,83330.03602985,-0.7773,SRI,JavaScript,2025-11-28 01:12:26
2025.11.20,82600.33176148,-0.9636,SRI,JavaScript,2025-11-28 01:12:26
2025.11.21,82115.67978777,-0.6223,SRI,JavaScript,2025-11-28 01:12:26
2025.11.24,82010.4136629,-1.3651,SRI,JavaScript,2025-11-28 01:12:26
2025.11.25,81965.58029338,-1.3969,SRI,JavaScript,2025-11-28 01:12:26
2025.11.26,81565.0526216,-1.173,SRI,JavaScript,2025-11-28 01:12:26
2025.11.27,81411.84496464,-0.6596,SRI,JavaScript,2025-11-28 01:12:26
2025.11.28,80895.04407077,-0.5906,SRI,JavaScript,2025-11-28 01:12:26
2025.10.28,,,SRI,OCR,2025-11-28 01:12:26
2025.11.05,,,SRI,OCR,2025-11-28 01:12:26
2025.11.13,,,SRI,OCR,2025-11-28 01:12:26
2025.11.21,,,SRI,OCR,2025-11-28 01:12:26
2025.10.28,10535.99970809,0.0,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.10.29,10496.25920868,-0.3431,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.10.30,10523.21237902,1.2039,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.10.31,10523.9978787,1.6828,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.03,10549.23483169,1.8679,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.04,10543.44599075,4.5609,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.05,10528.25762625,2.7544,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.06,10543.3995453,-0.0538,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.07,10531.59759534,0.604,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.10,10520.29181444,-1.1858,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.11,10527.97390796,0.9849,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.12,10545.83051214,2.0124,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.13,10543.54744046,2.6666,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.14,10517.28124203,3.1122,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.17,10483.09500871,-0.6403,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.18,10500.90903716,1.0607,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.19,10499.11953929,-1.6488,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.20,10503.93598873,-2.4153,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.21,10514.98269045,-0.6982,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.24,10499.84586806,-4.2797,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.25,10515.01221566,-4.3832,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.26,10518.22956965,-3.5568,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.27,10527.73447768,-1.5016,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.11.28,10523.05644777,-0.6194,ESG_주식,JavaScript,2025-11-28 01:12:26
2025.10.28,,,ESG_주식,OCR,2025-11-28 01:12:26
2025.11.05,,,ESG_주식,OCR,2025-11-28 01:12:26
2025.11.13,,,ESG_주식,OCR,2025-11-28 01:12:26
2025.11.21,,,ESG_주식,OCR,2025-11-28 01:12:26
2025.10.28,79005.78898509,0.0,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.10.29,79305.55779471,0.0072,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.10.30,78890.94197855,-0.0556,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.10.31,78649.73478304,-0.1869,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.03,77782.63907321,-0.1531,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.04,80073.84957054,-0.2028,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.05,79984.4724123,-0.19,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.06,78930.62445856,-0.2384,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.07,78288.6642858,-0.3838,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.10,76845.25116894,-0.4285,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.11,75544.12016321,-0.4102,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.12,74877.39771325,-0.3433,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.13,73278.83579337,-0.4839,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.14,72443.86885899,-0.5201,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.17,71844.74322907,-0.5892,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.18,70910.35091419,-0.5325,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.19,69667.5878195,-0.4628,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.20,68935.3840415,-0.4615,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.21,68439.43647537,-0.5324,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.24,68349.43200806,-0.4067,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.25,68275.11625787,-0.4276,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.26,67882.25538946,-0.4034,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.27,67711.96267389,-0.3729,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.11.28,67200.95401907,-0.5762,ESG_채권,JavaScript,2025-11-28 01:12:26
2025.10.28,,,ESG_채권,OCR,2025-11-28 01:12:26
2025.11.05,,,ESG_채권,OCR,2025-11-28 01:12:26
2025.11.13,,,ESG_채권,OCR,2025-11-28 01:12:26
2025.11.21,,,ESG_채권,OCR,2025-11-28 01:12:26
