date,setup_amount,return_rate,tab_type,collection_time
2025.05.13,,,SRI,2025-06-14 02:16:06
2025.05.21,,,SRI,2025-06-14 02:16:06
2025.05.29,,,SRI,2025-06-14 02:16:06
2025.06.10,,,SRI,2025-06-14 02:16:06
