date,setup_amount,return_rate,tab_type,method,collection_time
2025.07.01,74000.19776076,0.0,SRI,JavaScript,2025-08-01 01:40:11
2025.07.02,74027.25828344,0.1277,SRI,JavaScript,2025-08-01 01:40:11
2025.07.03,74460.96626376,-0.0211,SRI,JavaScript,2025-08-01 01:40:11
2025.07.04,74519.88212642,0.2545,SRI,JavaScript,2025-08-01 01:40:11
2025.07.07,74605.85854372,-0.1012,SRI,JavaScript,2025-08-01 01:40:11
2025.07.08,74547.93874193,-0.0295,SRI,JavaScript,2025-08-01 01:40:11
2025.07.09,74524.35659093,0.3054,SRI,JavaScript,2025-08-01 01:40:11
2025.07.10,74616.18288088,0.4077,SRI,JavaScript,2025-08-01 01:40:11
2025.07.11,74827.69888321,0.775,SRI,JavaScript,2025-08-01 01:40:11
2025.07.14,74819.85586799,0.7363,SRI,JavaScript,2025-08-01 01:40:11
2025.07.15,74722.47957638,0.8617,SRI,JavaScript,2025-08-01 01:40:11
2025.07.16,75197.93107012,1.0052,SRI,JavaScript,2025-08-01 01:40:11
2025.07.17,75862.1100535,0.88,SRI,JavaScript,2025-08-01 01:40:11
2025.07.18,76108.43495539,0.8811,SRI,JavaScript,2025-08-01 01:40:11
2025.07.21,76324.35060702,0.9173,SRI,JavaScript,2025-08-01 01:40:11
2025.07.22,76553.08581786,1.0844,SRI,JavaScript,2025-08-01 01:40:11
2025.07.23,76708.56913376,0.8711,SRI,JavaScript,2025-08-01 01:40:11
2025.07.24,76705.04267513,0.9614,SRI,JavaScript,2025-08-01 01:40:11
2025.07.25,76698.56936106,1.0118,SRI,JavaScript,2025-08-01 01:40:11
2025.07.28,76961.94478208,1.0869,SRI,JavaScript,2025-08-01 01:40:11
2025.07.29,76979.56755738,1.1979,SRI,JavaScript,2025-08-01 01:40:11
2025.07.30,77950.74080716,1.3526,SRI,JavaScript,2025-08-01 01:40:11
2025.07.31,78201.23517844,1.429,SRI,JavaScript,2025-08-01 01:40:11
2025.08.01,77901.67126357,1.3985,SRI,JavaScript,2025-08-01 01:40:11
2025.07.01,,,SRI,OCR,2025-08-01 01:40:11
2025.07.09,,,SRI,OCR,2025-08-01 01:40:11
2025.07.17,,,SRI,OCR,2025-08-01 01:40:11
2025.07.25,,,SRI,OCR,2025-08-01 01:40:11
2025.07.01,11586.35537086,0.0,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.02,11601.9253172,0.3361,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.03,11603.66550845,-0.1454,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.04,11594.50641597,0.8203,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.07,11564.3714726,-0.6866,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.08,11581.02008887,-0.4172,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.09,11589.69506324,1.0899,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.10,11488.78467435,1.4551,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.11,11462.28562478,2.7831,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.14,11433.87952958,2.5574,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.15,11410.49325367,3.3156,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.16,11425.80146804,3.8719,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.17,11448.33075389,3.2914,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.18,11470.48492413,3.351,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.21,11497.66983295,3.2795,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.22,11507.96045456,3.8813,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.23,11513.396199,2.812,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.24,11536.21029262,3.1704,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.25,11530.35465315,3.4733,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.28,11540.19527973,3.7351,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.29,11538.65846496,4.0259,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.30,11554.5859761,4.686,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.31,11535.98317846,4.9726,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.08.01,11012.82277618,4.8374,ESG_주식,JavaScript,2025-08-01 01:40:11
2025.07.01,,,ESG_주식,OCR,2025-08-01 01:40:11
2025.07.09,,,ESG_주식,OCR,2025-08-01 01:40:11
2025.07.17,,,ESG_주식,OCR,2025-08-01 01:40:11
2025.07.25,,,ESG_주식,OCR,2025-08-01 01:40:11
2025.07.01,59493.05751433,0.0,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.02,59505.32919218,0.0522,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.03,59936.66279615,-0.0009,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.04,60003.1325201,0.0673,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.07,60119.92538034,0.0339,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.08,60044.7001615,0.0438,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.09,60012.43803073,0.0492,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.10,60206.26656034,0.0729,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.11,60445.40081274,0.1614,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.14,60482.08364667,0.1663,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.15,60408.24836454,0.1145,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.16,60867.7773518,0.1392,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.17,61508.9486719,0.1457,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.18,61732.98957955,0.1234,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.21,61923.0021581,0.179,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.22,62142.0409047,0.2271,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.23,62293.12988356,0.2473,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.24,62266.60760688,0.2659,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.25,62279.68721526,0.2403,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.28,62534.01341587,0.2582,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.29,62553.59889327,0.3156,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.30,63508.66908185,0.3346,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.31,63776.56484768,0.3547,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.08.01,63999.60368277,0.3548,ESG_채권,JavaScript,2025-08-01 01:40:11
2025.07.01,,,ESG_채권,OCR,2025-08-01 01:40:11
2025.07.09,,,ESG_채권,OCR,2025-08-01 01:40:11
2025.07.17,,,ESG_채권,OCR,2025-08-01 01:40:11
2025.07.25,,,ESG_채권,OCR,2025-08-01 01:40:11
