date,setup_amount,return_rate,tab_type,collection_date,collection_time,collection_period,period_text
2025.09.17,11095.45948486,6.9196,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.18,11069.81862942,6.0109,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.19,11053.21179464,7.2052,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.22,11049.93598901,7.1744,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.23,11064.7376597,7.9533,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.24,11047.62777762,8.4158,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.25,11023.93406426,7.9388,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.26,10983.96726262,7.5842,ESG_주식,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.08.26,73080.45810308,0.0,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.08.27,73323.12016483,0.0278,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.08.28,73518.21240795,0.0642,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.08.29,74223.0888856,0.0622,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.01,74566.47807359,0.0771,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.02,74674.76886593,0.0719,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.03,75636.06172575,0.0536,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.04,75976.37316535,0.0169,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.05,75771.9907317,0.0518,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.08,75925.1721579,0.0998,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.09,76100.08762336,0.1424,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.10,76393.59160518,0.1927,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.11,76718.83043112,0.1909,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.12,77410.82415715,0.2224,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.15,77542.8958379,0.2342,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.16,77634.68194772,0.221,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.17,77755.94382161,0.2767,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.18,77880.96436011,0.2898,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.19,77963.96480285,0.3058,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.22,77903.88551469,0.2754,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.23,78190.24240704,0.2562,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.24,78245.14729688,0.2594,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.25,78348.93302628,0.2452,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
2025.09.26,78629.0244094,0.1746,ESG_채권,2025-09-26,2025-09-26 01:10:46,01,1개월
