date,setup_amount,return_rate,tab_type,method,collection_time
2024.12.13,55356.03412791,0.0,SRI,JavaScript,2025-06-15 00:56:14
2024.12.16,55448.22922815,0.1263,SRI,JavaScript,2025-06-15 00:56:14
2024.12.17,55511.14658342,0.1002,SRI,JavaScript,2025-06-15 00:56:14
2024.12.18,55514.98515974,-0.1549,SRI,JavaScript,2025-06-15 00:56:14
2024.12.19,55097.67122927,0.1472,SRI,JavaScript,2025-06-15 00:56:14
2024.12.20,55155.55291934,-0.5183,SRI,JavaScript,2025-06-15 00:56:14
2024.12.23,55227.38699438,-0.9494,SRI,JavaScript,2025-06-15 00:56:14
2024.12.24,55291.13315488,-0.5448,SRI,JavaScript,2025-06-15 00:56:14
2024.12.26,55298.95606116,-0.4812,SRI,JavaScript,2025-06-15 00:56:14
2024.12.27,55411.64885821,-0.5457,SRI,JavaScript,2025-06-15 00:56:14
2024.12.30,55488.50881794,-0.5622,SRI,JavaScript,2025-06-15 00:56:14
2024.12.31,55271.01562094,-0.5813,SRI,JavaScript,2025-06-15 00:56:14
2025.01.02,55534.73051851,-0.6335,SRI,JavaScript,2025-06-15 00:56:14
2025.01.03,55562.43070616,-0.5102,SRI,JavaScript,2025-06-15 00:56:14
2025.01.06,55826.16606415,0.0183,SRI,JavaScript,2025-06-15 00:56:14
2025.01.07,55991.45241306,0.5668,SRI,JavaScript,2025-06-15 00:56:14
2025.01.08,56470.35259008,0.607,SRI,JavaScript,2025-06-15 00:56:14
2025.01.09,56718.15672775,0.8322,SRI,JavaScript,2025-06-15 00:56:14
2025.01.10,57271.6246299,0.9309,SRI,JavaScript,2025-06-15 00:56:14
2025.01.13,57379.16501034,0.8904,SRI,JavaScript,2025-06-15 00:56:14
2025.01.14,57711.59485326,0.456,SRI,JavaScript,2025-06-15 00:56:14
2025.01.15,57850.38755757,0.4768,SRI,JavaScript,2025-06-15 00:56:14
2025.01.16,58070.33453356,0.518,SRI,JavaScript,2025-06-15 00:56:14
2025.01.17,58209.14762183,1.0841,SRI,JavaScript,2025-06-15 00:56:14
2025.01.20,58306.34302246,1.1534,SRI,JavaScript,2025-06-15 00:56:14
2025.01.21,58465.17424766,1.0744,SRI,JavaScript,2025-06-15 00:56:14
2025.01.22,58933.51078435,1.1893,SRI,JavaScript,2025-06-15 00:56:14
2025.01.23,59011.99725399,1.5266,SRI,JavaScript,2025-06-15 00:56:14
2025.01.24,59226.35516718,1.2803,SRI,JavaScript,2025-06-15 00:56:14
2025.01.31,59351.83307544,1.5191,SRI,JavaScript,2025-06-15 00:56:14
2025.02.03,59539.30277887,1.2947,SRI,JavaScript,2025-06-15 00:56:14
2025.02.04,59716.34602642,0.7299,SRI,JavaScript,2025-06-15 00:56:14
2025.02.05,60151.01370783,0.9481,SRI,JavaScript,2025-06-15 00:56:14
