date,setup_amount,return_rate,tab_type,collection_date,collection_time,collection_period,period_text
2025.10.14,93629.75853777,0.0,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.15,93231.85278827,0.0009,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.16,92841.52722342,0.4069,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.17,92707.15727725,0.7509,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.20,92754.17375057,0.7975,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.21,92917.03006981,1.0069,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.22,92964.94399702,1.058,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.23,92988.43163452,1.3243,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.24,92961.25897668,1.1304,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.27,92838.53144107,1.5685,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.28,92715.68336269,2.0006,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.29,92974.6830056,1.948,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.30,92578.5465299,2.2174,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.31,92324.90271924,2.2081,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.03,91496.46418714,2.2636,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.04,93782.32112591,2.786,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.05,93678.89738932,2.4212,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.06,92638.91617152,1.7773,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.07,91985.40839194,1.8058,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.10,90527.91905665,1.3792,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.11,89234.38298352,1.8656,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.12,88586.56931122,2.1623,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.13,86987.77225424,2.2068,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.11.14,86125.52013984,2.2847,SRI,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.14,10661.68556158,0.0,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.15,10668.44656288,-0.2701,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.16,10665.06932745,1.7372,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.17,10654.10515366,3.7709,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.20,10623.09202807,3.5969,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.21,10600.68721851,4.9453,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.22,10574.85141204,5.2143,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.23,10555.33507415,6.3108,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.24,10558.10055527,5.5571,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.27,10545.01858968,7.6972,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.28,10535.99970809,10.2123,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
2025.10.29,10496.25920868,9.8342,ESG_주식,2025-11-14,2025-11-14 01:14:30,01,1개월
