date,setup_amount,return_rate,tab_type,method,collection_time
2025.05.27,75049.94809425,0.0,SRI,JavaScript,2025-06-27 01:17:07
2025.05.28,75424.14779683,0.0601,SRI,JavaScript,2025-06-27 01:17:07
2025.05.29,75692.67793615,0.3453,SRI,JavaScript,2025-06-27 01:17:07
2025.05.30,75983.98116716,0.6457,SRI,JavaScript,2025-06-27 01:17:07
2025.06.02,76329.33842662,0.5675,SRI,JavaScript,2025-06-27 01:17:07
2025.06.04,76553.49732399,0.5516,SRI,JavaScript,2025-06-27 01:17:07
2025.06.05,76919.12865035,1.0086,SRI,JavaScript,2025-06-27 01:17:07
2025.06.09,77223.3122668,1.325,SRI,JavaScript,2025-06-27 01:17:07
2025.06.10,77246.9313029,1.6452,SRI,JavaScript,2025-06-27 01:17:07
2025.06.11,77111.95502943,1.7994,SRI,JavaScript,2025-06-27 01:17:07
2025.06.12,76593.96380294,2.0812,SRI,JavaScript,2025-06-27 01:17:07
2025.06.13,76529.8893308,2.0962,SRI,JavaScript,2025-06-27 01:17:07
2025.06.16,76646.93476212,1.9709,SRI,JavaScript,2025-06-27 01:17:07
2025.06.17,76824.00439556,2.2633,SRI,JavaScript,2025-06-27 01:17:07
2025.06.18,77131.38543915,2.3627,SRI,JavaScript,2025-06-27 01:17:07
2025.06.19,77046.38058095,2.4265,SRI,JavaScript,2025-06-27 01:17:07
2025.06.20,76946.918142,2.4922,SRI,JavaScript,2025-06-27 01:17:07
2025.06.23,76887.40135717,2.7053,SRI,JavaScript,2025-06-27 01:17:07
2025.06.24,76813.1476994,2.6881,SRI,JavaScript,2025-06-27 01:17:07
2025.06.25,76171.97873842,3.2258,SRI,JavaScript,2025-06-27 01:17:07
2025.06.26,75385.9830691,3.3465,SRI,JavaScript,2025-06-27 01:17:07
2025.06.27,74839.07245219,3.2212,SRI,JavaScript,2025-06-27 01:17:07
2025.05.27,,,SRI,OCR,2025-06-27 01:17:07
