date,setup_amount,return_rate,tab_type,method,collection_time
2025.05.13,73052.52479913,0.0,SRI,JavaScript,2025-06-14 16:07:30
2025.05.14,73287.98804469,0.148,SRI,JavaScript,2025-06-14 16:07:30
2025.05.15,73674.75064264,0.5087,SRI,JavaScript,2025-06-14 16:07:30
2025.05.16,74127.53608313,0.3262,SRI,JavaScript,2025-06-14 16:07:30
2025.05.19,73935.03610794,0.4957,SRI,JavaScript,2025-06-14 16:07:30
2025.05.20,74288.92281327,0.3133,SRI,JavaScript,2025-06-14 16:07:30
2025.05.21,74578.53476856,0.3736,SRI,JavaScript,2025-06-14 16:07:30
2025.05.22,74595.8770425,0.5506,SRI,JavaScript,2025-06-14 16:07:30
2025.05.23,74965.29320197,0.2359,SRI,JavaScript,2025-06-14 16:07:30
2025.05.26,75036.58161447,0.2507,SRI,JavaScript,2025-06-14 16:07:30
2025.05.27,75326.64156364,0.5833,SRI,JavaScript,2025-06-14 16:07:30
2025.05.28,75700.24208004,0.6382,SRI,JavaScript,2025-06-14 16:07:30
2025.05.29,75967.86777502,0.9261,SRI,JavaScript,2025-06-14 16:07:30
2025.05.30,76257.6879189,1.2546,SRI,JavaScript,2025-06-14 16:07:30
2025.06.02,76602.87535543,1.1633,SRI,JavaScript,2025-06-14 16:07:30
2025.06.04,76826.0234727,1.1554,SRI,JavaScript,2025-06-14 16:07:30
2025.06.05,77190.58944497,1.6499,SRI,JavaScript,2025-06-14 16:07:30
2025.06.09,77494.6102274,1.9846,SRI,JavaScript,2025-06-14 16:07:30
2025.06.10,77517.74426001,2.3304,SRI,JavaScript,2025-06-14 16:07:30
2025.06.11,77382.25609651,2.4934,SRI,JavaScript,2025-06-14 16:07:30
2025.06.12,76861.80497656,2.7854,SRI,JavaScript,2025-06-14 16:07:30
2025.06.13,76794.76873465,2.7956,SRI,JavaScript,2025-06-14 16:07:30
2025.05.13,10146.78702697,0.0,ESG_주식,JavaScript,2025-06-14 16:07:30
2025.05.14,10138.1983504,0.5492,ESG_주식,JavaScript,2025-06-14 16:07:30
2025.05.15,10139.22076158,1.7153,ESG_주식,JavaScript,2025-06-14 16:07:30
2025.05.16,10137.0513083,1.0784,ESG_주식,JavaScript,2025-06-14 16:07:30
2025.05.19,10130.8757236,1.487,ESG_주식,JavaScript,2025-06-14 16:07:30
2025.05.20,10126.87081508,0.8495,ESG_주식,JavaScript,2025-06-14 16:07:30
