rank,fund_name,fund_code,value,type,tab_type,collection_date,collection_time
1,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cw,K55105DE9253,4.53%,수익률,SRI,2025-08-29,2025-08-29 01:11:06
2,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P(퇴직연금),K55105DF1887,4.52%,수익률,SRI,2025-08-29,2025-08-29 01:11:06
3,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P,K55105DF1879,4.51%,수익률,SRI,2025-08-29,2025-08-29 01:11:06
4,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S,K55105DE9261,4.51%,수익률,SRI,2025-08-29,2025-08-29 01:11:06
5,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Ae,K55105DE9162,4.51%,수익률,SRI,2025-08-29,2025-08-29 01:11:06
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"3,185.18",설정액증가,SRI,2025-08-29,2025-08-29 01:11:06
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,"2,650.49",설정액증가,SRI,2025-08-29,2025-08-29 01:11:06
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-F),KR5101888612,"1,011.74",설정액증가,SRI,2025-08-29,2025-08-29 01:11:06
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,744.60,설정액증가,SRI,2025-08-29,2025-08-29 01:11:06
5,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,436.42,설정액증가,SRI,2025-08-29,2025-08-29 01:11:06
1,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Cw,K55105DE9253,4.53%,수익률,ESG_주식,2025-08-29,2025-08-29 01:11:06
2,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P(퇴직연금),K55105DF1887,4.52%,수익률,ESG_주식,2025-08-29,2025-08-29 01:11:06
3,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S-P,K55105DF1879,4.51%,수익률,ESG_주식,2025-08-29,2025-08-29 01:11:06
4,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_S,K55105DE9261,4.51%,수익률,ESG_주식,2025-08-29,2025-08-29 01:11:06
5,삼성에너지트랜지션증권자투자신탁H[주식-재간접형]_Ae,K55105DE9162,4.51%,수익률,ESG_주식,2025-08-29,2025-08-29 01:11:06
1,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-re),K55210DM2110,67.70,설정액증가,ESG_주식,2025-08-29,2025-08-29 01:11:06
2,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류A-e),K55210DM2011,30.31,설정액증가,ESG_주식,2025-08-29,2025-08-29 01:11:06
3,KBESG성장리더스증권자투자신탁(주식)C-E,KR5223821848,28.31,설정액증가,ESG_주식,2025-08-29,2025-08-29 01:11:06
4,KBESG성장리더스증권자투자신탁(주식)A-E,K55223C56823,25.95,설정액증가,ESG_주식,2025-08-29,2025-08-29 01:11:06
5,신한글로벌탄소중립솔루션증권투자신탁(H)[주식](종류C-e),K55210DM2045,25.90,설정액증가,ESG_주식,2025-08-29,2025-08-29 01:11:06
1,삼성KODEX아시아달러채권ESG플러스액티브증권상장지수투자신탁[채권],K55105DR4770,1.67%,수익률,ESG_채권,2025-08-29,2025-08-29 01:11:06
2,베어링글로벌하이일드증권투자신탁[USD](채권-재간접형)ClassCe,K55302CE8588,1.32%,수익률,ESG_채권,2025-08-29,2025-08-29 01:11:06
3,베어링글로벌하이일드증권투자신탁[USD](채권-재간접형)ClassAe,K55302CE8554,1.32%,수익률,ESG_채권,2025-08-29,2025-08-29 01:11:06
4,베어링글로벌하이일드증권자투자신탁[UH](채권-재간접형)ClassS-P,K55302CE8422,1.28%,수익률,ESG_채권,2025-08-29,2025-08-29 01:11:06
5,베어링글로벌하이일드증권자투자신탁[UH](채권-재간접형)ClassS,K55302CE8414,1.27%,수익률,ESG_채권,2025-08-29,2025-08-29 01:11:06
1,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C),KR5101888380,"3,185.18",설정액증가,ESG_채권,2025-08-29,2025-08-29 01:11:06
2,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-e),KR5101888398,"2,650.49",설정액증가,ESG_채권,2025-08-29,2025-08-29 01:11:06
3,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-F),KR5101888612,"1,011.74",설정액증가,ESG_채권,2025-08-29,2025-08-29 01:11:06
4,삼성ESG밸류채권증권투자신탁 1[채권]_C,K55105DD8405,744.60,설정액증가,ESG_채권,2025-08-29,2025-08-29 01:11:06
5,한국투자크레딧포커스ESG증권자투자신탁 1(채권)(C-Re),K55101BV9571,436.42,설정액증가,ESG_채권,2025-08-29,2025-08-29 01:11:06
