date,setup_amount,return_rate,tab_type,collection_date,collection_time,collection_period,period_text
2025.11.19,83330.03602985,0.0,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.20,82600.33176148,-0.1878,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.21,82115.67978777,0.1562,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.24,82010.4136629,-0.5924,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.25,81965.58029338,-0.6244,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.26,81565.0526216,-0.3988,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.27,81411.84496464,0.1187,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.28,80902.86159706,0.1882,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.01,80514.63677578,0.0096,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.02,80411.96038058,-0.075,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.03,80143.00891339,0.2264,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.04,79404.32194135,0.419,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.05,78965.51479907,0.436,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.08,78451.58106443,0.8496,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.09,78034.31287474,1.0397,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.10,77821.69807631,0.876,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.11,77544.57425162,0.8278,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.12,77196.45076142,0.7432,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.15,76711.00774537,1.0502,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.16,76550.79582218,0.6609,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.17,76027.85068572,0.2344,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.18,75358.90669262,0.5048,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.19,73184.41247699,0.1656,SRI,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.19,10499.11953929,0.0,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.20,10503.93598873,-0.7793,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.21,10514.98269045,0.9666,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.24,10499.84586806,-2.6749,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.25,10515.01221566,-2.7802,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.26,10518.22956965,-1.94,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.27,10527.73447768,0.1497,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.11.28,10530.87397406,1.0467,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.01,10525.65253132,0.0466,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.02,10524.08485914,-0.0466,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.03,10525.03577427,1.2389,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.04,10519.79575077,2.1301,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.05,10506.40916346,2.0134,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.08,10500.07849967,3.5102,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.09,10491.96051271,4.5152,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
2025.12.10,10490.44751084,4.1221,ESG_주식,2025-12-19,2025-12-19 01:18:36,01,1개월
